1,12,3,10,8,15,6,13,11,2,9,4,14,5,16,7
1,12,3,10,8,15,6,13,11,2,9,4,14,7,16,5
1,12,3,10,8,15,6,13,11,2,9,7,16,5,14,4
1,12,3,10,8,15,6,13,11,2,16,7,9,4,14,5
1,12,3,10,8,15,6,13,11,2,16,5,14,7,9,4
1,12,3,10,8,15,6,13,11,2,16,5,14,4,9,7
1,12,3,10,8,15,6,13,11,4,9,2,16,7,14,5
1,12,3,10,8,15,6,13,11,4,9,2,16,5,14,7
1,12,3,10,8,15,6,13,11,4,9,7,14,5,16,2
1,12,3,10,8,15,6,13,11,4,14,5,16,7,9,2
1,12,3,10,8,15,6,13,11,4,14,5,16,2,9,7
1,12,3,10,8,15,6,13,11,4,14,7,9,2,16,5
1,12,3,10,8,15,6,13,11,5,16,7,14,4,9,2
1,12,3,10,8,15,6,13,11,5,16,2,9,4,14,7
1,12,3,10,8,15,6,13,11,5,16,2,9,7,14,4
1,12,3,10,8,15,6,13,11,5,14,7,16,2,9,4
1,12,3,10,8,15,6,13,11,5,14,4,9,2,16,7
1,12,3,10,8,15,6,13,11,5,14,4,9,7,16,2
1,12,3,10,8,15,6,4,9,2,16,7,14,5,11,13
1,12,3,10,8,15,6,4,9,7,14,5,16,2,11,13
1,12,3,10,8,15,6,4,14,5,16,7,9,2,11,13
1,12,3,10,8,15,6,4,14,7,9,2,16,5,11,13
1,12,3,10,8,15,9,4,6,13,11,2,16,7,14,5
1,12,3,10,8,15,9,4,6,13,11,2,16,5,14,7
1,12,3,10,8,15,9,4,6,13,11,5,14,7,16,2
1,12,3,10,8,15,9,2,11,5,16,7,14,4,6,13
1,12,3,10,8,15,9,2,11,13,6,4,14,5,16,7
1,12,3,10,8,15,9,2,11,13,6,4,14,7,16,5
1,12,3,10,8,15,9,2,16,7,14,5,11,4,6,13
1,12,3,10,8,15,9,2,16,7,14,5,11,13,6,4
1,12,3,10,8,15,9,2,16,7,14,4,6,13,11,5
1,12,3,10,8,15,9,2,16,5,11,13,6,4,14,7
1,12,3,10,8,15,9,7,14,5,16,2,11,4,6,13
1,12,3,10,8,15,9,7,14,5,16,2,11,13,6,4
1,12,3,10,8,15,9,7,14,4,6,13,11,2,16,5
1,12,3,10,8,15,9,7,14,4,6,13,11,5,16,2
1,12,3,10,8,15,9,7,16,5,14,4,6,13,11,2
1,12,3,10,8,15,9,7,16,2,11,5,14,4,6,13
1,12,3,10,8,15,9,7,16,2,11,13,6,4,14,5
1,12,3,10,8,13,6,15,9,4,11,2,16,7,14,5
1,12,3,10,8,13,6,15,9,4,11,2,16,5,14,7
1,12,3,10,8,13,6,15,9,4,11,5,14,7,16,2
1,12,3,10,8,13,6,15,9,4,14,5,11,2,16,7
1,12,3,10,8,13,6,15,9,4,14,7,16,5,11,2
1,12,3,10,8,13,6,15,9,4,14,7,16,2,11,5
1,12,3,10,8,13,6,15,9,2,11,4,14,5,16,7
1,12,3,10,8,13,6,15,9,2,11,4,14,7,16,5
1,12,3,10,8,13,6,15,9,2,11,5,16,7,14,4
1,12,3,10,8,13,6,15,9,2,16,7,14,5,11,4
1,12,3,10,8,13,6,15,9,2,16,7,14,4,11,5
1,12,3,10,8,13,6,15,9,2,16,5,11,4,14,7
1,12,3,10,8,13,6,15,9,7,14,5,16,2,11,4
1,12,3,10,8,13,6,15,9,7,14,4,11,2,16,5
1,12,3,10,8,13,6,15,9,7,14,4,11,5,16,2
1,12,3,10,8,13,6,15,9,7,16,5,14,4,11,2
1,12,3,10,8,13,6,15,9,7,16,2,11,4,14,5
1,12,3,10,8,13,6,15,9,7,16,2,11,5,14,4
1,12,3,10,8,13,6,4,11,2,16,5,14,7,9,15
1,12,3,10,8,13,6,4,11,5,14,7,16,2,9,15
1,12,3,10,8,13,6,4,14,5,11,2,16,7,9,15
1,12,3,10,8,13,6,4,14,7,16,5,11,2,9,15
1,12,3,10,8,13,11,2,9,7,16,5,14,4,6,15
1,12,3,10,8,13,11,2,9,15,6,4,14,5,16,7
1,12,3,10,8,13,11,2,9,15,6,4,14,7,16,5
1,12,3,10,8,13,11,2,16,7,9,15,6,4,14,5
1,12,3,10,8,13,11,2,16,5,14,7,9,4,6,15
